HRR,HRR name,State,Table 1. Region information (2001-05),Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,Number of deaths among chronically ill patients living in region,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
105,Grand Junction,CO,931,36189.6829299927,16379.9376609597,6579.37942585978,5009.30527506153,2286.7485279051,4078.47461886688,448.523288016396,1349.02501158697,58.2891217363358,4996.37225341797,2279.72376988293,1355.60806987112,434.052853170913,197.446600538632,729.540959954375,14739.6170428205,11.0799219998041,1330.29971177424,0.662852906903639,=,0.565613991244519,x,1.17191745106085,2361.75681589008,38.26772630215,61.7166747050083,0.643874835610976,=,0.62434381194683,x,1.03128248136751,30.3559506843949,5.5790204083321,4.80439620066996,0.774624206329862,24.7769302701297,44.8403879104028,14.3776205325772,3.84503248662265,7.20122662936215,0.533941324793888,26.5639162099321,6.26395146775201,1.34929368496732,1.21110953390598,0.138184147421271,4.91465777158737,8.14223355869537,16.551736887902,5.07308226167547,10.2498555055638,0.494941832001606,7.23617502103938,20.7659050821657,10.7972953866669,40.7215575618884,21.7402769330413,11.382491148586,5.04186289594665,1734.40923221641,1387.3533782959,347.055853920516,91.2046928425596,95.8106117191402,86.5759445899747,86.6139935499818
250,Duluth,MN,2192,36083.9370422363,20497.186016207,5457.73646943613,6194.31498328231,1057.52652495284,1518.75824357874,436.07358403836,797.765220178625,124.576000562294,5578.23994445801,2197.69724655087,1286.47037584168,490.316447235023,346.699223431556,1257.05665139888,18551.7586062148,15.2167561259203,1219.16645392073,0.834288101555111,=,0.776793389549894,x,1.07401544964038,2228.17000377114,41.506027395565,53.6830466220245,0.607455680973982,=,0.677177189946106,x,0.897040966519158,41.6897428107405,9.96161883212716,6.2461278822324,3.71549093764122,31.7281239653287,58.1272789994357,14.9454375376218,3.77830611953688,7.77689259832961,0.485837507946095,36.8807757349863,8.78161684454896,2.34768889966714,1.62782788649201,0.719861010089517,6.43392793834209,10.51580696245,19.6762003366899,5.6898755037176,12.45267629409,0.456919891703763,2.94118633141453,29.1046102901626,14.6327084896318,20.3645075098722,7.41600833928158,19.869922841465,6.17968774182103,1677.36952654985,1475.57618713379,201.793339416058,89.7660171009066,95.6385456215396,85.8386932785182,82.5966854481103
359,Sayre,PA,1249,36067.3729705811,20839.0433530091,6493.90584606947,4049.81945643526,1428.20268208786,1286.84919243825,578.550291458265,1171.09891217865,219.903236904247,6929.53302001953,2539.5735398856,1611.89803165339,549.624002341064,391.692013889594,1836.74543224988,18542.1203220974,18.5441648804528,999.889746539215,0.833854659856713,=,0.946652793450604,x,0.88084529578924,2617.30732241543,47.3304471194056,55.298597028092,0.713544388069662,=,0.77220348923676,x,0.924036731270048,50.8059311793228,8.42145940899655,7.79469990975236,0.626759499005259,42.3844717136801,42.1729199024334,17.424747093517,5.20652740381827,8.4065217514084,0.619343833012266,44.1071631488939,11.4176298039692,2.23939237698486,2.10315220803022,0.136240163818002,9.17823740839958,8.62003054544151,22.0335880422084,7.84574815857792,12.4744725316154,0.628944281106364,4.63288786440266,33.1438966730638,16.104957704277,24.8939916201364,8.08751056359773,19.7532429853047,6.17573283838244,2201.71015182507,1894.79261779785,306.917534027222,89.4864925178125,94.4947191758074,85.1486585833617,84.0313373774547
173,Urbana,IL,2465,35812.2643203735,19725.5280490336,6224.394523346,5598.68921237282,1109.65557993683,1439.5958025777,452.935374806737,1096.61552874865,164.850249551164,6578.84901428223,2477.00665273456,1530.51022584571,616.950703036639,407.37807768091,1547.00335498441,17469.1609911719,15.5600912797266,1122.69013575342,0.785602781301986,=,0.794320152525515,x,0.989025368177029,2628.36035957127,46.3357768656801,56.7242104775852,0.716557726459895,=,0.755975291801204,x,0.947858659179993,42.6303870677441,6.99475305628738,4.71845607030882,2.2762969799646,35.6356339911892,57.8187081905927,16.7610774171678,6.21978225510983,6.94961029460637,0.894982882700206,36.0807065788197,9.1203628394806,1.73107946058123,1.22376445308328,0.507315006107092,7.38928337395191,11.1270661702279,21.563261158561,9.4764371089039,10.3438429516745,0.916142786890417,3.00098852383702,29.83613327805,13.1291060812757,22.5289128469999,9.31725553571797,17.9522384067883,5.91465248840616,2049.87342670433,1746.56713867188,303.306288032454,90.4767683005517,94.1433968312758,91.1174215512775,83.9386185821942
21,Springdale,AR,2231,35774.023651123,18006.1857225763,6111.17062948049,5848.61697738222,1652.8905464019,1904.52308325641,649.176598003442,1321.17902165945,280.281072362792,7290.82377624512,2428.14141626889,1630.9100761988,589.638042266306,431.679581223223,2210.4546602879,16028.5185514154,17.132321533052,935.571896692044,0.720815885806185,=,0.874580232763849,x,0.824184973319439,2463.03568871552,51.7393333634648,47.6047047497286,0.671486026209687,=,0.844135143140672,x,0.795472184360636,46.937867213841,7.05159844485072,5.96716969388805,1.08442873477119,39.8862686875748,45.4376874910851,16.9332289942551,5.45395783286722,8.1429499368103,0.669776662657907,39.9498847912844,9.80454856955053,1.74670357791216,1.49883560091257,0.247867973987013,8.05784496665001,8.41414937532683,24.3498751960259,9.23019493872888,13.4010065932,0.688768778265692,5.53774628977535,31.1275459948029,14.4510249635269,32.6713347129637,14.1643527534443,17.1817958067532,5.85400185933742,2348.07216478431,2002.02868652344,346.04347826087,83.7889655645573,87.6412724240617,82.5817400942089,78.1732711122821
343,Medford,OR,2279,35761.408454895,18865.794071826,6286.52670589397,3670.42037733058,1965.39054706502,2598.78612671457,846.307369738996,1413.98258295643,114.200673369429,6547.21212768555,2124.77946570293,1558.53298504015,518.310228646833,310.101663799073,2035.48778449656,17211.6303241092,12.0103527234733,1433.06618218384,0.774021411800769,=,0.613111133841766,x,1.26244879447994,2155.6482659258,37.0059634960031,58.2513752454689,0.587684415059039,=,0.603757958636851,x,0.973377504432236,32.9050759547214,7.07777160541817,6.06792673264464,1.00984486610922,25.8273043044626,33.309896954601,14.7474687487437,4.6053122974099,6.65877004695691,0.691616058961903,29.4822131934231,7.10493757559012,1.70546315998033,1.48496858775616,0.220494570210576,5.39947441220284,6.53244930207493,15.9606538810445,5.69352657519369,9.23582520519335,0.616461057750659,5.42880765269404,24.4825678177724,12.8974623863319,37.5651373190112,15.1241355119167,11.5332261737585,5.07950957053076,2160.16279869866,1786.10005187988,374.06274681878,88.0112475652283,94.9997492717737,88.1086497849004,76.2988099078711
276,Missoula,MT,1958,35748.6341705322,17570.9043529214,8192.58815625127,4311.5641287438,1580.74796198326,1818.7197164593,370.837028698278,1755.34106593707,147.931759537823,7434.93827819824,1974.98775694075,1642.33420883204,467.63065892918,308.535506326171,3041.4501471701,15875.6606413903,12.9729934228897,1223.74691205648,0.713941737739176,=,0.662252549109938,x,1.07805056952775,2052.59803387823,39.1379729426906,52.4451799505261,0.55959030698962,=,0.638542019088772,x,0.876356277677985,35.5424477339444,7.89096220714198,6.75818540462076,1.13277678212074,27.6514855149674,44.871359743981,14.6213706797277,4.96445846821475,6.19585495229106,0.801254791540758,32.0086690252774,7.19640736972467,1.83496445616281,1.63187755271792,0.203086900990456,5.36144290864468,8.11742547353057,16.8914545142017,6.80085669993524,8.91502253141092,0.762853562733388,4.81036666389601,25.9120294425287,12.6385270543678,22.2200443993539,10.8268483480633,11.0096409443976,4.85826413095648,2462.15831624889,2013.45504760742,448.703268641471,90.7664552650783,95.8505711402719,88.3915428877292,83.8762037246552
240,Marquette,MI,1557,35698.5009002686,19108.0082416595,6377.29366814894,3747.53873490741,3449.1452725297,1424.33748790054,489.509637132803,1069.11057736049,33.5572806292184,5887.95304870605,2232.70652559511,1385.25253598743,465.978888368672,191.953810013652,1612.06128874119,17170.8632451478,13.5664439719313,1265.6863715115,0.772188082161537,=,0.692547341226309,x,1.11499681854847,2434.00313022844,41.8328473755326,58.1840176543196,0.663571014089275,=,0.682509307942933,x,0.972251962525265,37.1683396491268,5.18122903167858,4.69660237431526,0.484626648360736,31.9871105559885,36.0413749281085,15.5034540397002,4.25978584324314,7.8104136831994,0.54539823574341,31.519863126825,7.7552897302571,1.27512719050429,1.22571747750044,0.0494097103364766,6.48016253113747,7.18668716456568,18.5274153248405,5.75794715241685,11.5269991265916,0.499518312544489,9.97571599258693,23.2594189672024,10.6154384009405,24.5247483820643,9.46730403238507,16.2214760116083,5.4773815008212,1875.05844366114,1589.69813537598,285.360308285164,87.9967657077357,92.8733964431795,84.0525375749815,82.4985332371655
254,St. Cloud,MN,1058,35619.6578445435,18255.9476526244,6693.76146438732,6498.6369812127,1025.65505953428,1791.21844136294,340.919579983819,876.729022137832,136.789643300202,5762.88690185547,2356.33484639806,1468.09194843637,569.666055824902,329.57224250624,1039.2218086899,16258.2335583046,13.7864496519917,1179.29082314212,0.731146361803868,=,0.703778312960372,x,1.03888731485399,2404.76118435545,41.3345282040586,58.1780242533245,0.655598917654435,=,0.674379154386703,x,0.972151813100825,37.7710949369635,7.05142085629576,4.21013541213454,2.84128543244649,30.7196740418264,57.2107411059528,15.3613033241092,4.86130249947048,7.02641973392786,0.691860532611955,32.1962440820181,7.52608040324489,1.62621944895696,1.12183570861816,0.504383739084005,5.8998609483242,10.7424865576063,18.6822765264757,6.45855650539638,10.8367345738777,0.595987330073114,3.53064976669943,24.4478135254341,12.0346273960849,23.421062516429,9.60127840867358,18.8842391793162,5.89223147381984,1660.37428647133,1442.47825622559,217.896030245747,90.6054302437174,94.9882594803626,85.8178642910404,86.4924254844267
428,Lynchburg,VA,1462,35596.803527832,19988.7631761364,6827.60491502786,4650.206450361,1170.75586869845,1287.27484247208,290.184453357039,1298.11442006179,83.8994017173827,7307.33508300781,2518.81840371928,1495.67718620189,547.463495924255,369.154628140081,2376.2213690223,17783.5069730244,18.2837204305745,972.641593408223,0.79973918303068,=,0.933357481011062,x,0.85684124175483,2538.49105757317,49.0049152462535,51.8007437583977,0.692057074377013,=,0.799522693023397,x,0.86558778183018,50.0923847412999,14.8946016592909,7.90130079609074,6.99330084536174,35.1977830063807,49.7332408477415,16.836187993715,5.88537716307132,7.71420374674007,0.762927368305304,45.2435892942834,11.0046461361118,3.31625117746401,1.97318369522691,1.34306747838855,7.68839494884014,9.84422559364976,23.2930286192557,9.302035809413,12.5357646392597,0.742039762000697,2.97053584724697,36.6767505305133,23.0778758707427,18.7897301227812,8.17311868996528,27.7188998998188,7.18826653050563,2366.9760526978,2003.0492401123,363.926812585499,89.3672768147498,94.4256327218327,84.6389470590396,84.0889034734185
456,Wausau,WI,1129,35446.0781707764,18435.5329424933,7444.12741142087,4915.20801687183,945.071446782208,2421.74935343239,254.269678366199,871.757383590736,158.361937818867,7307.45715332031,2292.9974281868,1519.45315907042,609.77747821489,413.263376651221,2471.96571119698,16489.237060552,14.3115511519193,1152.16281488403,0.74153478251553,=,0.730583984984759,x,1.01498910153499,2301.6561445972,43.5753554096771,52.820134751811,0.627489867612386,=,0.710938593231426,x,0.882621753251936,39.2097291833404,8.68384430130536,6.97961145476119,1.70423282846196,30.5258848079263,48.8300469228876,15.4663934781108,5.57769987447084,6.46211378325512,0.863138604727759,35.0680636165485,8.22273879225262,1.98648383491866,1.5447332970798,0.441750535741448,6.23625494539738,8.33314850219513,20.1025850788223,8.17978784967957,10.5721329426402,0.773712163293776,2.56839158448842,23.665510073383,12.5362492821251,33.5932950847542,12.2712146489988,19.7745371497186,6.25123752696588,2167.37732609359,1948.51727294922,218.860053144376,92.1851472887771,94.7967632330603,89.3914473684211,89.6949206618758
336,Lawton,OK,1175,35394.9823913574,19483.5176455381,5949.92651716884,3051.88133624331,2348.39015834579,2606.1081211,413.347362181233,1365.89762473154,175.913626048598,6370.49514770508,2209.61311111077,1433.84553527693,555.327182990218,306.512348112494,1865.19697021467,17548.2404738723,16.759139181527,1047.08483435802,0.789159051782564,=,0.855529813517956,x,0.92242145079377,2230.79385319575,42.7725756236923,52.1547702158969,0.60817100890511,=,0.697841118148161,x,0.87150354584865,45.9154498124028,8.47080981042645,5.94738852487852,2.5234212665117,37.4446399407844,22.3600059839967,15.1078773363627,4.77968067256628,6.78585165860398,0.704359734493456,39.5279840094178,9.72139436069265,2.13940877501692,1.53975151479244,0.599657258018851,7.58198557794094,4.83686145150182,20.3200450953191,8.25608913575891,10.4511788037295,0.789967265014427,8.4721623800266,31.3489728463606,15.6824370308469,34.9154508112219,17.8674928792197,13.2278624039264,5.23565725006277,2173.97276206159,1789.68084716797,384.291914893617,92.9017729839552,96.8043648633385,89.8159005628518,88.4547014657189
243,Petoskey,MI,1141,35328.5431976318,18145.0555490739,6503.53245406343,4143.7958622869,2152.05238184558,2632.15234942068,632.81653623591,997.808374207869,121.329690497536,6547.87417602539,2371.28958168954,1581.12372468757,530.956809799201,312.094077764067,1752.40998208501,16044.8307516049,13.3425225481252,1202.53353095209,0.721549459092532,=,0.681116476438058,x,1.05936280218314,2536.25164690942,45.0122563418188,56.3458011891108,0.691446554206906,=,0.734381851873967,x,0.941535459301586,36.5548562962334,9.24771894912316,4.16221920758078,5.08549972756268,27.3071373162204,38.0728288372206,16.8232050007693,4.5258371027829,8.40187666945125,0.538669785434794,31.8091815260992,7.49354734986798,1.96851019412029,1.02134211733937,0.947168072685599,5.52503715455532,6.5016735544046,20.1828938634796,6.31181838170438,12.113823392291,0.521042628516533,5.98013098892829,24.3585998382105,13.8076019127032,36.507068436807,15.7594650292902,17.7769350447419,6.00617188963914,2054.14459758093,1790.99560546875,263.148992112182,87.4773429518458,93.0067044424205,87.0968136804867,78.5154266484607
151,Boise,ID,2867,35217.7677612305,16467.9060413314,6131.31454988209,6277.18202274902,1856.81320145385,2785.02629815278,333.846270845156,1167.33558778195,198.343789034254,4992.73541259766,2012.79656817382,1512.97597154608,556.906165630831,325.0206525236,585.036054723329,14786.9720211293,11.5902717196615,1275.80891792597,0.664982499886764,=,0.591666606234424,x,1.12391419911113,2124.71875025695,37.2202028621392,57.0850932254923,0.579252244277179,=,0.607253306687226,x,0.953888991460908,31.7541690949631,7.14785381747947,6.65063676360535,0.497217050255978,24.6063152404681,53.5138975663037,14.3004607513688,4.72555415924968,5.88539612863426,0.802928818377816,28.9279086260151,6.70198960001362,1.70597290418938,1.61564464494586,0.0903282565996051,4.99601668119431,9.83121701802162,15.9142373439009,6.34333250166083,8.11919191959862,0.781276334452557,4.75439522721102,23.326295671328,13.412368900836,32.7358756159165,14.9645722053366,15.6432550450436,5.41683973488099,1615.42169605118,1313.14335632324,302.278339727939,91.6930971693139,95.5848625066202,89.3463206856904,86.7713392628855
197,Waterloo,IA,1219,35163.9701766968,18148.7190018746,7394.37276808275,4557.2513407724,787.134170177922,2981.37982158467,274.208947107916,927.2402066851,93.6639204114399,5988.86915588379,2321.92034635479,1488.14507212421,540.564731077123,264.925106943597,1373.31389938407,16184.1549235362,13.7441361075297,1177.53162489927,0.727814983637594,=,0.70161826772113,x,1.03733756249185,2386.79022607739,42.9249019200615,55.6038597484107,0.650699578429835,=,0.700326344988762,x,0.929137655731451,37.6551674178896,5.55659137051491,5.19152843993004,0.365062922953743,32.09857597743,40.2931225618822,17.8543128341133,6.66407384513874,7.43281869831536,0.896574249369105,32.2262875659213,7.75590139370368,1.404906761808,1.34976691380143,0.055139847449027,6.35099463164806,8.13767521406445,19.4319592586659,6.23730104775059,11.5916264620013,0.538086787751245,2.74510048174907,24.7456112989343,12.0470946137527,38.4386706553179,17.7906093303998,19.8335314350109,6.13516968246793,1775.78013863693,1535.6841583252,240.095980311731,92.1052166400679,93.7429309710925,88.7773118516884,91.59429594728
350,Danville,PA,3039,35054.4231033325,17823.7743461674,6241.0298014502,6564.96298736563,1487.24445623771,1092.28386856978,628.276028325419,1083.4152763685,133.43633884786,6570.78280639648,2883.889525393,1422.50966187552,552.493541195635,282.625076224393,1429.26500170793,15670.0689891189,14.6503117899513,1069.60651853615,0.704696109175875,=,0.74787722554703,x,0.942261757817839,2903.19450871086,49.9135433942108,58.1644642172926,0.791484489201488,=,0.814347100333585,x,0.971925225591481,40.1378405204145,9.25413624004294,6.33203344394083,2.92210277833351,30.8837042279439,53.7149818173685,17.8126809956466,5.72879707010297,8.32278781968841,0.688326699444495,35.5829311152027,8.65106069201813,2.08132684574684,1.52521606907249,0.556110771372914,6.56973384320736,10.3973363584344,22.8872720452292,8.09526063110709,12.4946421401634,0.647898558461732,4.62645740153573,28.0649823393944,14.1932779473294,20.6580342138414,7.38536348876638,22.1306368880663,6.64400149288745,2022.79368669134,1742.67950439453,280.114182296808,84.9840797196359,91.0804501167091,80.800575438699,77.6124652451387
341,Bend,OR,721,35033.6575164795,16295.0389025195,6981.03088777343,2116.66537177625,2924.05386756847,4633.63918825274,545.402821218917,1374.64036852166,163.186108848538,6921.8649597168,2097.0427681507,1561.2057220718,604.978560686732,391.08685216334,2267.55105664423,14850.2909646726,10.6479834006179,1394.65759909156,0.667830005739041,=,0.543564150545046,x,1.22861304423661,2115.52315208329,37.6772695543946,56.1485260769523,0.576745290884444,=,0.614710419730826,x,0.938239002255718,29.1725572619669,3.3099664738395,2.79074086718363,0.519225599678004,25.8625907440708,15.6929091194477,14.3729014342128,4.83671830246961,6.26544485817528,0.771967260418637,24.1022799585066,6.24158986419909,0.837435227650541,0.756443044170737,0.0809921831823885,5.40415462851524,2.89632358013668,16.179766148254,6.29704310436405,8.68437195029303,0.725100576116109,8.88537623390022,22.1951119432231,8.52448048603446,49.3688458497705,20.4601625928119,13.4415675077633,5.34012122591934,2155.39110953533,1808.54783630371,346.843273231623,81.5065997625524,89.0601807601732,86.0915025741733,65.860696225437
