HRR #,HRR City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
191,Davenport,IA,489787,2.82303595566369,4.21566095795565,14.7700056734314,176.2796,57.6441,115.8937,39.134,25.669,40.7417,22.7229,0.8796,12.4217,6.1823,1.2331,0.8381,2.3891,8.8678,0.7062,32.8127,0.5389,7.361,3.956,2.6818,1.1005,15.0239,0.7185,0.7285,1.4852,3.1436,51.1299,5.4606,7.4382,2.3495,5.204,9.9465,1.3698,7.7667,1.285,8.5753,1.2129,1.2775,0.846,2.5424,0.4863
192,Des Moines,IA,1042830,2.52981878116708,4.39078400240586,17.1393505634843,180.2269,77.0988,100.4718,29.9168,24.1435,36.1469,23.656,0.7539,10.9347,4.7325,1.1585,1.2123,2.0102,3.7195,0.7639,47.6584,0.8195,6.9206,2.1523,1.865,0.9503,17.7103,1.107,1.0479,0.6383,3.0115,39.2679,4.2617,5.8637,3.1928,4.5223,11.7285,1.5502,7.0554,1.3103,7.8179,1.0201,1.4981,1.0786,2.2322,1.3698
193,Dubuque,IA,154145,3.05043743356866,3.98153973599542,13.7450141566871,172.7749,66.0233,104.3567,35.4697,21.5478,39.1417,20.0173,1.3154,8.6258,3.8368,1.0596,0.5655,2.6097,7.9899,1.2696,29.1339,0.4972,7.3225,1.6153,3.5087,1.7817,23.5514,0.208,0.2411,0.4528,3.5449,46.5067,6.4914,5.7605,3.564,4.4404,13.4317,0.9646,6.1932,0.2472,6.9002,1.2319,0.3869,1.2456,3.0699,0.1918
194,Iowa City,IA,335668,2.71213607123227,4.35308012167233,17.1511548095571,203.4504,72.8695,128.0761,44.9282,23.1982,41.526,64.7686,0.7481,9.6965,6.7964,1.3486,2.3604,3.0313,5.4649,0.7864,36.9743,1.6719,7.5353,3.1314,3.2717,1.3185,19.9911,0.9935,1.905,0.8681,6.3555,45.016,6.4154,6.2866,3.7375,6.9261,16.1575,0.9372,13.2432,1.7694,10.3533,1.3699,0.8431,0.6778,3.5116,0.6925
195,Mason City,IA,135097,2.96100454115646,4.2067909555472,20.2774462625294,173.8263,77.6786,93.9013,30.3521,22.0293,32.7186,37.2856,0.9322,8.6238,4.1559,1.0266,1.0099,2.6491,3.6865,0.728,53.9057,0.2391,6.1561,1.9772,2.3437,0.5512,14.8612,0.2126,1.0569,1.5783,3.246,36.2539,2.5396,5.5202,3.3158,4.7662,8.908,1.0964,6.0338,1.4965,11.3798,1.8942,1.6946,0.8856,2.8739,0.359
196,Sioux City,IA,261699,2.97129872895714,4.47171070974973,17.3999383425601,142.7664,56.3168,84.0746,26.084,19.1816,31.8292,15.9678,0.8068,6.6856,5.0592,1.9078,0.6233,1.7521,4.3592,0.4904,43.7701,0.0719,7.8536,2.1155,2.0119,0.4987,8.4424,0.821,0.8816,1.8872,2.5848,25.2862,1.5514,6.331,2.6762,3.9575,4.5047,0.9581,5.12,0.8243,6.1945,0.8085,1.0296,0.486,2.4328,0.222
197,Waterloo,IA,209026,2.9474624162375,4.62996702783822,20.2146376741191,186.7032,75.581,108.6005,30.3802,28.5613,38.3929,29.8177,1.0204,14.8922,3.1905,1.9514,1.5025,1.8346,5.5833,0.2936,52.2839,0.2234,7.9025,2.6641,2.5693,0.6872,15.2188,0.1924,1.2087,1.6783,2.0322,46.2612,3.9086,5.6619,3.1161,4.0966,7.6622,1.255,9.1846,0.724,6.9027,1.0444,2.1162,0.6059,2.2446,0.6358
200,Topeka,KS,431361,3.12841550408427,4.05859004765462,17.9396931389889,171.4463,65.9363,102.942,32.6916,19.7466,36.3093,9.771,0.5614,7.5102,6.5464,1.2684,1.0921,1.7652,5.0958,0.9782,37.3382,0.2858,7.0837,2.3206,1.4587,1.2086,19.2592,0.7528,1.0342,0.9679,3.4643,41.2995,4.9521,6.1893,2.4252,4.7276,9.2482,1.0054,11.9166,0.8179,3.7388,0.4022,2.2754,0.978,3.1453,0.3582
201,Wichita,KS,1244528,3.37573875349426,4.23120836343301,15.3311792504826,159.0633,66.2887,90.0249,26.5556,21.752,33.5996,23.7499,0.6127,8.6511,3.9354,1.3966,1.2623,1.2854,4.5928,0.517,43.8538,0.4823,7.61,1.484,1.4886,0.7417,14.9629,0.5954,1.6159,0.8367,2.3233,39.2697,3.323,5.902,2.1494,3.4373,7.8215,1.0382,5.4771,1.3303,8.7822,1.1673,1.3883,0.6758,2.0899,0.3375
203,Covington,KY,395881,2.47434225056541,3.87228591601614,13.2687651916307,180.8789,67.0045,111.3954,40.2808,22.4944,38.5166,27.1213,0.4469,9.4774,4.6718,1.8023,0.4437,2.9271,11.6799,1.0958,32.7165,0.678,6.6504,2.3208,2.1089,1.3302,19.1093,0.1185,1.7828,1.2627,2.3307,57.8187,3.9388,5.3546,2.4475,2.3891,14.929,2.1827,6.418,1.8718,8.1971,0.6693,1.0951,1.5882,1.5785,0.7193
204,Lexington,KY,1476747,3.24020210282741,4.27611409935156,16.0479929593512,186.5328,68.6317,115.3676,38.1446,24.3012,39.4852,29.7362,0.9742,11.1116,6.3284,1.7535,2.0653,1.9046,7.5295,1.1969,29.5167,0.3886,7.5928,2.4086,2.0739,0.9664,25.6851,0.9568,2.0595,1.3914,3.5857,48.4827,4.1987,5.7739,2.5519,4.1697,13.356,1.5599,8.6124,1.5735,6.9318,1.2199,1.3716,0.8223,3.1034,0.7901
205,Louisville,KY,1673893,2.40137436977711,3.72334733967952,13.6360987237435,192.6633,64.6237,125.4675,40.2214,27.1444,41.6853,32.9575,1.4854,13.8891,5.8974,1.3117,1.6413,3.1248,10.3115,0.8475,25.4168,0.4168,7.1254,2.8455,2.5301,0.9026,24.3928,1.1855,1.3871,1.3214,2.724,58.5468,4.0903,6.6524,2.7193,4.1062,14.8987,2.1922,11.2786,1.0527,9.2037,1.0049,1.6639,0.7132,2.4202,0.9344
207,Owensboro,KY,141615,2.3049491079431,3.84164460837684,14.5605392288244,139.4087,46.0413,91.6254,32.9482,19.3582,32.1014,8.8704,1.3298,6.7917,3.5508,1.6683,0.8884,2.6161,9.0887,1.2895,22.5451,0.0662,3.1221,2.6511,1.955,0.121,16.9606,0.1672,1.3451,1.999,2.1456,43.7596,3.5492,5.1876,2.7489,1.9242,6.4077,1.097,5.3743,1.877,8.5624,0.7088,0.856,0.6665,2.7087,0.2069
208,Paducah,KY,367249,3.19047129298608,4.32627655944352,16.9124880692218,160.6747,57.8133,100.4645,30.1601,20.6252,41.8405,12.57,0.6811,7.6047,5.3419,1.4336,0.978,2.2744,4.3133,0.4369,30.6155,0.4457,9.4762,2.5942,2.3964,0.88,18.4099,0.5561,1.6242,1.029,2.2806,57.2217,3.8227,5.0918,3.183,4.2583,8.4076,1.4923,4.2149,0.7886,8.6019,1.0518,1.3078,0.6353,3.2242,0.802
209,Alexandria,LA,284168,3.83275411170072,4.95902585851458,19.5570217658713,178.8829,63.4522,113.0778,34.1591,22.1635,47.164,17.111,0.7935,9.2166,6.837,2.2254,1.0018,1.6986,5.3402,0.7766,28.0168,1.2577,10.2714,2.0674,2.6206,0.5039,23.9594,1.1216,1.3973,1.7076,2.7557,58.091,4.3944,7.202,3.9229,3.6142,11.5683,1.8371,7.4479,1.3433,6.9064,0.8177,2.0071,1.1259,3.1084,0.2131
210,Baton Rouge,LA,864137,2.85952289689939,3.9218924176112,16.8980006114517,180.3469,60.5309,117.5504,42.4744,21.069,42.2095,24.178,0.9954,8.3867,5.8704,1.2083,1.4549,2.8505,7.4993,1.264,22.5092,0.3954,7.2024,3.8419,2.6174,0.8127,24.8122,1.4225,2.5427,1.3894,3.931,51.8036,5.3548,5.9416,3.8393,1.6497,13.2037,1.6769,7.4873,1.8331,7.6444,0.7659,2.4328,1.0862,3.4028,1.0723
212,Houma,LA,263771,3.19516292313009,3.897430929414,15.6910978457014,178.3702,52.9076,123.463,39.0757,20.847,53.1449,25.0068,0.5897,8.0723,8.2327,2.2869,0.3521,2.4091,9.6706,0.6748,19.9548,0.1139,9.1232,2.4606,2.3856,0.4441,16.8912,0.6931,1.2899,2.8005,2.6875,64.5332,5.1686,8.2953,4.7226,3.788,15.6732,0.6781,7.0837,1.8705,6.3638,0.9302,1.5598,0.6844,5.3032,0.7537
213,Lafayette,LA,601601,3.87254012725967,3.67775459478602,15.0115368584944,165.7156,58.7203,104.8308,31.845,21.809,43.8945,18.4962,0.8806,8.8216,5.7104,1.29,0.3207,1.6871,5.4117,1.0823,26.2487,0.3579,8.0285,2.0805,2.2349,0.3007,20.8588,1.2181,2.0175,1.663,2.7367,54.1531,4.773,7.2692,4.2394,4.2075,11.6147,1.0597,4.7635,1.4826,6.7124,1.2314,1.7175,0.7649,3.5121,0.7522
214,Lake Charles,LA,266521,3.503313848373,4.49053044830382,17.9206690299342,161.0553,58.5135,100.1236,30.8876,20.2822,39.5729,11.7657,1.131,7.2994,4.8347,1.246,0.9557,2.0338,6.5664,0.8822,30.857,0.0803,6.4171,2.5125,1.9353,0.5225,17.8032,0.8781,1.361,1.4304,1.566,59.2079,3.5947,6.9342,2.9916,4.2365,9.9451,0.9728,6.5702,2.6539,7.2651,0.5245,1.1002,0.8218,2.8682,0.5726
216,Metairie,LA,447239,2.62492360710894,4.1111515241032,14.8242278353622,240.3247,70.3983,166.6802,58.9153,28.1114,60.9026,50.1645,1.809,15.2552,8.6212,2.1695,2.0012,5.5025,13.6965,1.6723,19.3589,0.2171,10.0444,4.6249,2.9343,1.8111,31.4337,0.975,2.8502,2.0067,3.8798,85.1782,7.8318,7.7353,4.2315,5.811,19.7355,3.2055,13.3089,2.6261,10.619,1.4425,2.5305,1.301,4.04,0.6893
217,Monroe,LA,273925,4.70670318872231,5.72288331909281,23.4474726797993,160.503,57.0615,101.2284,34.9699,23.7366,35.3941,18.4028,0.4277,10.58,5.1975,2.6994,0.5664,2.2367,5.4395,0.7617,30.1065,1.4028,6.0546,3.6107,1.6124,0.4692,17.5902,0.7923,2.5464,0.9177,3.3334,47.3218,3.3855,5.7537,2.5337,2.9686,9.5133,0.6915,5.3097,2.7554,8.4544,0.7628,1.3027,0.454,2.9582,0.4518
218,New Orleans,LA,820223,2.00072843944378,2.57080826261599,10.1125322171034,166.4089,50.636,113.7442,45.1134,20.9473,30.9705,55.1585,0.9319,8.055,7.0541,0.9253,1.1045,2.7738,8.8752,1.1953,12.2431,0.3455,5.0251,2.9146,2.2463,2.0091,24.0563,1.296,2.346,1.2336,3.868,37.8366,4.1545,4.5974,2.0864,4.124,14.1806,1.3705,10.9329,1.7356,6.8256,0.7321,2.4642,1.4431,2.4783,0.7016
219,Shreveport,LA,676302,3.56808203589156,3.94321715830781,17.0208572440646,185.6193,61.0266,122.1387,42.1124,22.2652,45.6537,48.4141,0.7619,9.2441,5.7332,1.5712,2.6808,1.7558,9.0567,1.1774,25.1889,0.2009,9.3046,3.7935,3.6552,0.9029,22.9759,1.449,2.7165,1.1493,3.0512,55.0554,4.8606,6.575,3.6128,4.7353,12.8718,1.9079,7.1214,2.0328,6.5853,1.128,1.6815,1.2729,4.142,0.6728
220,Slidell,LA,188610,3.03192476578049,4.25286548686425,14.3103616775242,192.8229,57.8421,132.4822,47.6635,25.8172,47.6356,21.4078,0.8621,12.5431,9.4839,2.1512,1.4081,2.7255,11.5954,1.1543,19.2319,0.1335,8.1486,2.9331,2.026,0.8749,19.7785,0.8334,1.8025,2.8861,5.2107,65.4916,6.2548,6.0007,3.8814,4.3073,19.2993,1.3003,6.5052,2.2624,8.3342,0.4317,1.5629,1.1126,2.3953,0.6695
221,Bangor,ME,397086,2.24487620855032,5.05488147669705,21.6586405422044,224.9603,95.7968,127.5482,37.6567,24.8829,47.7836,15.1563,0.3441,11.6356,3.798,1.8573,2.7728,1.1716,10.627,0.7674,50.5158,0.5971,11.6157,2.2673,2.5854,1.4115,28.0399,1.0367,1.2828,1.2496,4.1471,54.6839,5.2397,8.8797,2.2482,5.4279,17.1639,1.005,13.6687,1.8137,8.7797,0.9223,1.6341,0.9593,2.142,0.9569
222,Portland,ME,1075748,2.0776050472543,3.94487253415878,16.6953708723677,238.3157,94.804,141.2682,48.0204,25.486,45.1515,28.3908,1.0471,12.2312,5.8207,1.2914,2.6243,1.7509,14.1256,0.569,46.6983,0.9149,8.663,3.1983,2.9507,1.0107,30.1458,0.6103,1.773,1.5234,3.3901,63.1149,4.1308,8.4499,2.6761,3.7865,17.9267,1.2569,18.442,2.3068,9.7602,1.2014,2.4304,0.9964,2.609,0.5669
223,Baltimore,MD,2481504,2.29766005133178,4.33939138862167,16.8097847510692,261.026,87.8588,170.1318,62.216,28.2127,53.5265,62.5363,1.4005,15.5823,8.2191,1.4488,3.0117,3.3435,11.5581,2.0866,17.1393,1.7645,8.7175,4.2725,4.6023,3.3474,47.6469,1.4076,2.372,2.0067,5.8158,72.2422,7.3314,7.9224,2.9722,6.1539,23.1695,2.5064,21.3528,2.5943,11.9905,1.2643,2.8808,1.5413,3.5997,1.0781
225,Salisbury,MD,414191,2.032174494746,4.12187128808838,15.4952711237856,231.8407,77.3746,151.6297,53.8432,27.0261,53.9605,12.9042,0.7497,13.8166,8.9772,1.9882,3.0172,2.3444,12.5265,0.7662,28.2946,1.3392,9.9271,4.5738,2.6498,1.4051,31.5849,1.7481,1.7654,1.369,5.0422,74.3455,6.7419,8.9733,2.9701,3.8094,17.7254,2.5516,12.8278,1.8147,11.1491,1.441,3.0551,1.5945,2.832,0.6253
226,Takoma Park,MD,935439,1.59528240664728,2.40894323583578,9.24408108112266,248.2934,87.075,158.9165,64.5945,26.5519,47.9152,47.5081,2.3729,13.5307,9.7058,1.7546,2.4172,3.8063,7.9795,2.3699,20.4621,1.3189,7.9039,4.5396,6.162,3.8606,44.8077,1.5339,2.8517,1.2831,5.3545,68.3182,7.1281,6.4883,3.0172,6.7957,21.935,1.7726,16.2226,2.6656,9.2304,1.6655,2.0418,2.2094,3.1239,0.6025
227,Boston,MA,4719351,2.11941703143976,4.06242344575394,17.6144705598289,280.9289,98.4799,179.7744,70.0198,27.5338,48.8005,64.9056,1.5562,15.1257,9.8712,1.4001,2.589,4.8601,11.4391,2.6898,16.6353,1.6657,7.6862,5.5732,5.3906,3.7307,54.047,1.3457,2.8038,1.451,7.7844,68.0376,6.6149,7.0739,3.306,8.0158,28.3909,2.1285,28.3616,2.4685,14.0613,1.8869,2.5455,2.0158,2.9716,1.2253
230,Springfield,MA,744293,2.17435012666905,3.29462247770827,14.0311893034261,232.6943,90.8819,139.55,49.2765,24.7273,41.8001,40.3709,0.9226,11.4609,6.2225,1.4375,1.9161,2.364,12.1087,2.0697,18.4508,1.4266,8.3496,3.4527,3.1296,1.7176,48.2095,0.9851,1.1318,1.2244,3.436,57.2793,5.065,6.926,1.9831,5.9259,24.841,1.2879,16.9052,1.2275,10.5692,1.2157,3.8093,1.5907,2.3467,0.7538
231,Worcester,MA,799875,1.88934894037647,3.11703139511198,12.1762662992747,210.5884,77.825,130.1733,49.1961,22.9981,39.5021,50.0888,0.7911,9.8215,7.1641,1.6989,1.626,2.5414,10.8304,1.6356,22.7374,0.9575,6.3822,3.3465,3.2606,1.6707,36.707,0.6729,1.8759,0.7173,5.2386,53.3211,5.0212,6.1629,2.4001,4.5678,18.4807,1.6656,13.9844,2.2162,7.8564,0.9597,1.257,2.1929,2.5141,1.0567
232,Ann Arbor,MI,1416529,2.03742531428595,4.01337482002717,15.0676873274419,208.8456,75.9805,130.4484,48.9128,22.6297,37.8884,55.0615,1.2056,9.3697,6.6862,1.19,1.6806,2.8072,9.6166,1.6396,27.5288,1.0931,5.9505,2.9971,3.1008,1.2974,33.4164,0.6151,2.3913,1.2121,4.4793,53.7869,5.4319,4.743,2.4478,4.3373,15.0602,1.2696,14.5101,1.3838,8.8005,1.7446,3.0965,1.5283,2.8564,1.0898
233,Dearborn,MI,513617,2.66148803186218,4.16189028053383,16.4088580813192,206.2662,82.9669,120.7687,43.6983,23.0516,41.5991,40.3379,0.9917,9.8889,6.0235,1.0974,1.9354,2.9145,8.4168,1.1272,26.4728,0.7617,7.5338,2.3307,2.863,1.5332,40.067,0.9556,2.0337,0.9002,3.9989,68.3174,5.0701,5.5341,2.2698,3.2562,16.2163,1.2125,8.7427,0.9763,9.117,1.4128,3.1141,1.2078,2.2564,0.9342
234,Detroit,MI,1917712,3.07656253379505,4.84184537079438,18.6073441889553,213.4509,79.0215,132.3037,53.582,22.372,41.5866,56.0529,1.4431,8.8132,7.033,1.2016,1.9959,3.4158,11.279,1.1983,28.8767,0.8194,7.268,3.0922,3.8964,2.0671,35.8548,1.245,3.2374,1.7239,4.6833,59.6523,5.906,4.9751,2.2183,5.229,14.4722,1.4608,10.2732,1.6139,10.8416,1.5115,3.3879,1.0778,2.564,1.099
235,Flint,MI,597608,2.5863850661276,4.43856051612128,14.8056715016758,183.1036,78.433,101.0248,36.4571,20.5222,34.9908,41.9287,0.8465,7.3591,5.8616,1.5801,1.2412,2.0246,9.4812,0.8206,38.1686,0.9577,6.064,1.997,2.0242,0.671,30.5291,0.4212,1.7769,1.0568,2.3507,51.827,3.9288,4.0059,2.0306,3.1249,9.8521,1.0038,5.0598,1.2111,9.4532,0.7225,2.0478,0.6977,2.2832,2.0502
236,Grand Rapids,MI,1184418,2.05733734928326,3.41912710666723,14.3985545384444,176.7273,66.6031,107.0748,32.088,23.9767,39.7112,25.572,0.9975,10.8607,3.9655,0.8912,1.5051,1.33,9.8551,0.4773,35.1959,0.3939,7.0689,1.8005,1.3177,0.4959,21.7844,0.9736,0.9233,1.2689,2.1444,52.5031,4.4698,6.2724,2.0309,2.8282,9.8629,2.0813,5.7403,0.8072,6.5634,1.1435,1.9693,0.6836,2.6615,0.7266
238,Kalamazoo,MI,674476,2.2769143379887,3.93582601368987,15.4197275060306,181.522,69.8302,109.0524,36.5236,20.5618,38.069,28.9768,0.685,7.5146,5.0827,1.2807,1.9679,1.152,11.2568,0.3186,30.3321,0.5404,7.9266,1.6589,2.3007,0.964,27.0093,0.9179,1.4765,1.8634,3.7516,46.1099,4.1185,5.8546,2.2119,3.5611,12.4302,0.8475,9.2427,1.1244,8.5894,0.4793,1.3708,0.9994,2.1558,1.437
239,Lansing,MI,695814,2.2670692412044,3.92937294651645,16.3126706627715,191.4187,76.5107,111.9785,38.7704,22.3214,36.7645,36.1677,0.8243,9.2323,4.6947,1.8948,1.0176,2.1001,9.2247,0.8145,40.1226,0.647,7.4707,1.9759,2.7776,0.8056,22.6179,0.5922,1.8189,0.5974,2.5797,48.2502,4.8776,5.9818,1.7784,3.3243,13.4658,1.3423,10.468,1.5142,8.3697,0.8383,2.6782,1.2431,2.0104,0.4786
240,Marquette,MI,199727,2.97227243460022,3.44006391935206,19.5967014236954,202.0285,87.6651,112.4969,34.4481,21.9891,44.9148,19.1198,0.6325,8.6625,3.3712,1.2987,1.3422,1.5576,9.918,0.2142,55.5796,0.5762,9.6878,3.4914,1.9538,1.3206,17.9915,1.0361,1.3454,2.987,2.7395,58.1375,4.0041,6.2797,3.9912,5.9474,14.3572,1.3778,8.1498,0.9417,8.9987,0.5279,1.829,0.6086,2.6341,0.5107
242,Muskegon,MI,275600,2.06339802127586,3.05618266602407,13.1090031609276,184.2025,73.4775,107.6882,37.6902,25.8525,37.1369,9.5719,0.844,12.563,3.1742,1.3386,0.3447,1.3145,14.1989,0.134,42.6241,0.4017,5.9161,1.6946,3.2932,0.134,22.8505,0.1645,1.4628,1.271,2.0269,41.1615,4.3822,5.9005,3.005,4.182,7.8985,1.4405,4.6116,1.1151,8.0557,0.7881,1.8665,0.7962,3.2414,1.6083
243,Petoskey,MI,184339,2.02122099738007,3.418679474411,14.8683822039471,186.5178,78.3591,105.2407,35.457,22.0378,38.1803,10.1571,1.1427,9.0992,4.7163,1.1592,0.3982,1.8297,12.2437,0.6068,47.7181,0.174,9.0832,2.0908,2.3707,0.9974,19.7632,0.5801,0.691,1.5432,2.322,49.7894,2.9986,6.3168,1.8927,2.8647,10.4466,1.3181,6.5373,0.6988,8.373,0.994,1.6937,0.9608,2.3983,0.5467
244,Pontiac,MI,477811,2.37944682730488,3.75355893615022,14.4386085906272,216.678,77.8799,137.0871,46.5202,26.7469,47.9837,43.404,2.166,13.5836,6.4687,1.3883,1.4385,3.4975,9.0019,0.911,29.4508,0.6671,7.5514,2.1417,3.3801,1.6233,34.3444,0.8226,1.7233,1.2487,3.2318,81.0161,6.039,5.182,3.3555,4.6347,14.2949,2.1326,10.7891,1.8155,9.0357,1.4776,3.6888,1.0087,2.6883,0.8704
245,Royal Oak,MI,690583,2.12484929382512,4.11591684411199,14.2243275134528,242.5547,89.2299,152.0366,59.7643,22.4834,49.4675,56.338,2.8073,9.0115,7.6287,1.3358,1.9852,4.8984,12.7056,1.5689,24.9276,1.4891,7.0059,3.6235,3.2787,1.8845,42.7108,1.2359,2.3646,1.194,4.6446,85.4804,6.3637,5.7759,2.5482,4.717,21.8396,3.0679,15.0059,1.807,11.2563,1.8902,3.7581,1.2552,3.1344,1.0759
246,Saginaw,MI,657647,2.78768923993807,3.98038501520867,17.9170697962698,177.7818,69.4473,105.533,36.6601,21.7418,37.3947,25.3096,0.657,8.7767,5.1046,0.7509,0.9169,1.3544,11.5045,0.9853,37.6869,1.0167,6.9786,1.2937,1.3844,0.82,21.7887,0.2558,0.9769,1.2009,2.4646,55.0662,3.9406,5.7903,2.5685,2.8012,9.6333,1.3613,6.26,1.2463,8.9083,1.2154,2.2668,1.3102,2.4876,0.8136
248,St. Joseph,MI,150874,2.9092760671931,3.89053495763214,18.3163312394417,183.2243,67.5055,113.2115,37.3543,25.0506,41.5204,17.8826,1.2486,11.788,4.2227,2.2015,1.8164,0.8953,11.9835,0.6081,31.5753,0.5607,7.1604,2.9661,3.516,1.3143,25.6929,0.3262,0.7717,1.6853,1.899,69.9975,4.3111,4.9081,2.3224,2.4126,10.221,1.5356,5.2806,0.7781,8.1215,1.0205,1.5286,0.803,2.2057,0.5338
249,Traverse City,MI,233144,2.10769803142599,3.80325697782539,16.3716886976298,201.4045,81.7695,117.4658,41.5641,23.5452,37.2327,15.4231,0.9396,10.2628,4.5819,1.2433,2.4369,3.782,14.4475,0.4925,45.7261,0.1303,6.8008,2.1177,2.3502,1.1785,25.023,0.5201,0.8815,1.5276,3.0667,50.6288,4.474,5.2795,1.5946,5.2773,10.0232,1.7713,10.5618,0.8626,9.7567,1.5068,2.834,0.5402,2.1486,1.0613
250,Duluth,MN,338211,2.94431446549033,3.62442089934612,15.6943420706587,209.5045,92.5372,115.1644,41.4102,21.2839,42.0305,15.0975,0.6644,7.9673,5.6922,1.4393,1.6311,2.6748,10.2561,0.9213,60.6292,0.3703,8.5861,3.0168,2.4269,1.3364,20.9634,0.8769,1.1847,1.5565,3.2352,41.0437,4.7159,8.5577,2.7302,5.1019,9.6071,1.5013,7.272,1.2855,9.6233,1.0698,2.9271,1.292,2.6836,0.7071
251,Minneapolis,MN,3150794,2.19662893377166,3.45277848617876,13.2375749993713,204.6365,85.9859,116.1885,42.2253,21.5981,38.2564,29.1663,1.0323,8.312,5.6414,0.9628,1.4925,2.831,8.1798,1.3788,47.7426,0.9873,6.6429,2.6723,3.0658,1.2021,23.9551,0.6559,1.9267,0.8462,4.1626,47.0627,5.1382,7.291,2.4478,3.5883,14.0392,1.5383,9.2548,1.1663,9.8241,1.0801,2.1921,0.9577,2.4572,0.5246
253,Rochester,MN,407188,2.70224431748577,3.84658941221562,14.0153832985083,229.2215,80.0774,146.8042,71.2368,23.2232,36.3247,75.0423,0.9753,9.5083,11.8575,0.9579,2.9537,4.2838,4.7341,3.9038,39.7035,0.9372,7.4665,6.9332,7.519,2.5962,29.7853,0.5661,2.9186,1.4003,9.7815,41.6363,4.231,6.17,2.3082,6.2328,10.2094,1.0665,11.5013,2.2429,14.4972,2.0277,4.1277,1.521,2.0268,0.7606
254,St. Cloud,MN,250606,2.17013652485353,3.57008105161325,14.319800122119,174.3799,75.0275,96.7249,34.7893,19.0157,30.9786,11.3432,1.544,6.7395,5.6625,0.3008,0.7943,1.5535,6.3958,1.6553,44.3517,0.6949,6.0418,3.0349,2.0191,0.4584,19.9211,0.3584,1.1605,1.1662,2.3786,29.5131,3.7127,6.2953,2.5865,2.6044,10.4353,1.7425,8.2229,0.7528,6.5166,1.0316,1.9978,1.0288,2.7862,0.1593
256,St. Paul,MN,1043401,2.06126763953156,3.38238226249342,12.7964997813173,206.451,86.3739,117.8291,43.049,22.4193,36.799,33.1192,1.0941,8.7551,6.41,0.8438,1.4469,2.8495,7.7294,1.4723,49.7507,1.2142,5.5737,3.3487,2.9347,1.1148,22.3447,0.7684,1.4364,1.2851,3.974,46.7007,5.5363,6.9977,1.9915,5.8784,14.0139,1.2758,9.902,1.5018,10.9751,1.0455,2.1403,0.9197,2.4055,0.3484
257,Gulfport,MS,204712,4.44089041438099,5.73196601163914,17.8575903302448,215.3117,67.5212,145.0409,51.3561,24.6843,59.8976,19.7205,1.6818,11.4114,7.3058,2.9086,1.6476,3.6789,12.3361,1.0372,21.7239,0.8805,11.7923,4.1281,2.5863,0.6632,32.3449,0.6608,1.3679,2.8527,4.7887,73.9729,6.8459,9.2717,4.5417,5.6381,13.5699,2.3885,7.4586,2.9328,10.0355,0.6296,1.9985,0.3514,3.1323,0.6055
258,Hattiesburg,MS,300290,3.72592602234617,4.85550126599652,21.1505124858604,170.9673,56.3352,112.5465,38.5525,21.7396,42.9219,9.5154,0.6421,9.0148,4.9707,1.6241,1.8686,1.6687,8.4493,0.8775,30.701,0.3364,6.716,4.2628,2.2274,0.5332,15.0499,1.4097,2.1172,2.498,4.0155,52.9162,5.0377,7.1826,3.4178,2.3964,10.5289,1.6711,6.7961,1.6997,6.7691,1.2111,1.6184,1.1795,3.131,0.4218
