HSA #,HSA City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
36084,Oregon,OH,87157,3.78265800318886,5.94019789326333,18.4703267574305,152.8307,48.7938,101.3667,30.5898,27.6489,35.8698,26.5949,0.8592,13.7242,3.5137,0.5907,0.9228,0.6551,9.937,0.4639,26.814,0.1004,5.8245,2.1327,1.0962,1.733,13.9725,1.1634,1.789,1.581,2.5239,58.8098,3.4097,5.1924,1.5486,1.9839,8.1217,1.3735,6.8345,1.106,5.1422,0.549,0.9568,0.4084,2.1335,1.6352
36085,Orrville,OH,16387,2.41365873123874,4.3895970325625,16.4988254534773,188.1469,76.3305,108.2861,24.6968,30.3593,50.4029,18.7957,0.5333,15.9261,3.1949,3.145,0.9264,0.9542,6.5234,0.5585,50.8873,0.301,9.2436,1.2159,1.3456,0.3687,19.9008,0.3669,0.3781,0.5536,4.3933,94.6978,4.2916,6.6697,2.7394,2.2615,6.1774,0.8437,3.0656,0.6027,5.4064,0.8073,0.7884,0.2374,2.516,0.562
36086,Oxford,OH,47397,1.69833034711142,3.00957477080526,11.8827822584017,147.877,65.7206,80.4677,30.0938,18.2101,24.4697,18.7726,0.382,5.6656,2.2544,0.3437,1.6462,0.5851,9.693,0.2571,30.4005,1.9637,4.9417,1.1401,2.9149,0.2299,19.0015,0.1782,0.6984,0.5606,0.8614,27.5501,3.6494,4.0812,3.1531,3.882,16.633,0.6665,4.0572,0.688,6.7117,0.2785,0.9214,0.4024,1.5401,0.3955
36087,Painesville,OH,215901,1.98487034749234,3.08198362019487,11.9329353219476,184.4464,62.7343,119.1213,42.1973,21.5603,41.8864,28.408,0.6093,8.7786,4.2256,1.3608,0.7047,4.2742,8.3941,0.7874,19.5408,1.3698,6.093,4.244,2.859,0.9571,27.7362,0.8143,1.1454,1.5977,4.422,55.7599,5.3281,5.8661,2.8789,4.295,15.7642,2.7497,8.5315,2.1439,5.8922,0.3236,1.7225,1.6128,3.0537,1.093
36088,Parma/Middleburg Heights,OH,301569,2.24874271199705,3.70467600298319,17.0352312440991,192.7923,66.8034,123.3615,46.1999,23.794,39.8557,37.4218,1.0421,10.5824,7.5754,0.9653,1.2488,2.9168,10.001,0.965,21.8515,0.8396,6.1734,3.9433,3.2649,1.3636,28.5142,0.6058,0.871,1.2843,3.8652,58.753,5.5209,6.0198,2.5574,5.6261,16.8976,1.6497,7.1216,2.6929,7.586,0.7983,1.5756,1.1877,2.5148,0.8879
36089,Paulding,OH,13366,3.70444222254029,5.81409036016585,22.5559418282721,254.7841,108.7116,144.6342,32.3664,26.4175,72.1405,12.973,1.0876,13.0428,6.5915,1.9468,1.2998,1.0111,8.0993,0.4096,70.0564,0.1349,10.6329,3.3272,1.8971,0.5449,30.4488,0.7336,1.3943,31.4249,1.1426,45.5779,4.1948,5.4301,3.3621,2.748,6.1619,1.5432,4.7959,0.9178,8.8135,0.8752,1.8193,0.6194,2.3196,0.2044
36090,Piqua,OH,48546,2.36417264374027,4.30791795537459,17.6908118441985,213.1486,75.766,134.9121,37.9698,24.4742,63.0238,16.4324,0.1777,11.2509,4.1738,1.3222,0.4528,0.4967,11.0855,0.1926,39.7588,0.1788,18.6331,3.0846,2.4191,2.3181,23.6891,0.252,2.0327,0.9984,3.101,104.8062,4.4599,6.8608,2.7849,2.6051,12.3212,0.9203,4.6141,2.1979,9.5385,1.0304,2.4216,0.18,4.0986,0.3231
36091,Pomeroy,OH,12152,3.98227915703444,6.05131675232999,22.4326143741454,266.4263,138.7554,128.9175,43.5075,21.9071,53.2509,21.0763,1.3155,8.5326,4.5293,1.8687,0.6155,0.5363,11.0394,2.3641,90.0997,0.775,11.5362,2.6203,2.1479,1.1503,27.3432,0.2116,2.8678,0.9995,1.8032,85.6125,4.2642,6.7999,4.1418,4.4115,21.7945,1.6588,6.7086,0.2856,10.7513,2.0946,3.7008,1.0534,3.5667,0.3971
36092,Port Clinton,OH,27340,2.74749346685688,5.92329297811468,22.7171922711861,219.21,86.4288,131.0574,43.6791,30.21,47.3664,31.5955,0.4917,16.329,6.0874,1.3798,1.7598,1.2194,19.7044,0.5581,50.4024,0.4022,10.0544,1.7077,1.1111,0.9796,20.8846,0.8002,1.1712,2.2046,5.213,67.5411,4.5899,6.3169,2.0469,3.5012,15.8785,1.2459,6.3268,0.9878,7.9121,0.8032,1.4648,0.7155,2.7632,1.8985
36093,Portsmouth,OH,97399,3.30973005537757,7.03847388135659,24.9170648154802,202.2514,79.5536,120.2193,47.0992,25.0401,38.1861,19.0823,1.3332,11.7843,7.7861,1.3938,2.6676,1.6265,10.2526,1.4913,42.2919,0.1051,8.6586,1.8422,1.7738,1.2779,22.7922,0.4122,3.2918,0.884,3.9238,54.3126,3.2655,6.133,2.729,3.2383,14.6084,0.9927,6.904,3.94,8.8407,2.1181,2.7321,0.333,2.0532,0.5636
36094,Ravenna,OH,132544,1.71132452571725,4.05872604968557,16.0721202973546,168.1262,59.5903,105.7845,34.4372,19.0838,40.0979,38.5353,0.2856,6.4467,3.7908,2.7615,1.5801,1.3702,13.2291,0.4129,23.869,0.9981,9.9096,1.6991,0.9413,0.5999,21.7991,0.4143,0.6879,0.6598,1.8228,40.0936,4.8876,5.4267,3.2288,3.7096,14.1687,0.8821,7.5158,1.1163,7.1234,0.3606,2.021,1.1309,2.9998,0.6525
36095,Salem,OH,76168,2.40402097555835,3.42504093566609,15.0871175834032,170.2678,70.1884,97.4741,28.6825,21.8897,40.4735,21.122,0.2807,9.0977,3.0441,1.672,2.0042,0.9009,11.5873,0.4259,33.4999,0.3211,7.5133,2.9138,0.67,0.4062,21.7687,0.3373,0.6368,0.723,1.1885,58.8608,7.1336,5.4283,1.1429,2.1005,15.4231,0.7613,3.6482,0.8678,7.7678,2.0914,1.0765,0.4314,2.8494,0.5281
36096,Sandusky,OH,68313,3.03784985165116,4.93528091673134,20.5056629348726,200.634,67.915,130.086,44.5465,28.8588,47.6702,24.8962,0.2062,15.4652,4.7897,0.9243,2.7135,2.4207,13.927,0.2354,36.1171,1.1272,7.6868,2.6001,2.3052,1.328,20.7608,0.2723,2.0883,3.3167,3.0851,55.8961,6.5587,6.8402,1.9511,2.5717,11.0247,0.7968,6.4097,2.1161,10.7523,1.9975,2.4698,1.2648,3.4394,2.7346
36097,Shelby,OH,15863,2.21507943316457,3.70334830369023,16.2412992696562,169.9652,66.4306,100.5919,42.9079,17.8235,32.3675,12.5224,0.4229,6.3133,4.0875,1.118,0.6681,1.1886,9.6893,0.6952,39.4857,4.2168,8.107,0.8452,12.3249,0.502,20.9762,0.2517,1.1949,0.8357,1.1854,43.4272,3.519,5.3531,1.2168,2.578,5.8202,1.0966,4.3094,0.959,4.882,0.6434,0.7926,0.4548,1.3703,0.544
36098,Sidney,OH,39250,2.99348643945105,5.19020190603754,19.4118341365006,160.1701,52.3329,104.9298,27.5873,23.8521,47.6923,15.8243,0.1991,10.2163,3.6318,2.4238,0.4313,0.6025,10.3322,0.2603,29.6669,0.085,9.469,1.3354,2.5162,0.3435,16.4115,0.2927,0.8273,1.0493,1.1858,66.9138,5.516,7.0572,4.693,3.2838,6.6111,0.9207,2.8099,2.1778,18.514,0.4591,1.3039,0.2294,1.748,0.5064
36099,Springfield,OH,119628,2.76503521758495,4.31499725159614,15.3143069452494,168.3307,59.9778,105.7101,36.5831,20.835,38.7279,16.173,0.8042,7.8167,6.2616,1.6444,1.6367,1.0157,12.5138,0.1443,24.011,0.6778,6.8655,1.7177,1.6205,0.1778,27.5632,0.1931,2.146,1.1032,1.7293,63.983,4.4756,5.77,3.0503,4.3202,7.9383,1.1449,5.7243,0.8722,8.125,1.3577,1.7528,0.132,1.3079,0.2313
36100,St. Marys,OH,29019,2.59974556702655,4.13950486858391,16.3252886586931,139.1905,41.5838,94.2365,15.809,26.5851,46.7075,10.1024,0.1574,13.3778,1.688,2.966,0.4022,0.4546,4.1107,0.2514,27.8942,0.0483,10.9885,1.0006,1.0095,0.3746,9.2776,0.2026,0.6418,1.0319,2.4293,80.9326,4.0828,5.9127,1.7529,1.8598,4.6103,0.934,1.7557,0.6078,12.0352,0.359,1.1378,0.1705,1.8367,0.5199
36101,Steubenville,OH,59100,4.07687193699042,5.73241465037547,21.3091095399019,173.0571,54.0498,116.0699,32.3597,28.5668,44.6841,27.3582,0.403,15.9204,6.2052,3.4574,1.3626,0.4954,9.9684,0.609,19.949,0.2317,8.3227,2.9589,1.5277,0.2851,22.0372,0.2622,0.6455,1.2456,3.0016,64.0557,3.9408,4.3472,5.0733,8.2752,12.3184,1.375,6.7791,2.3482,11.3223,0.2705,1.0791,0.4051,2.0948,1.0507
36102,Sylvania,OH,44444,2.48681403085851,4.42281045390456,15.2891947560233,139.2844,38.2486,98.6911,31.2176,22.5395,35.0843,34.6188,0.3317,9.7344,4.3844,1.2015,1.0496,1.8608,9.2459,0.8736,19.2606,0.1384,6.3341,1.115,0.9435,0.9006,11.0798,1.2292,0.8281,0.9219,2.2366,44.4424,3.1312,5.5896,2.6321,3.0266,7.9656,1.1036,6.7227,0.7265,5.4638,1.7294,2.4153,0.4945,2.314,1.5751
36103,Tiffin,OH,36575,3.32432463845148,6.22754789842214,21.0585606043152,222.566,76.3345,143.7813,42.1621,26.5327,62.8012,31.6729,0.4876,13.6747,8.1644,0.4553,3.7347,0.9919,10.437,0.6183,33.2335,0.1658,14.2544,3.6654,2.9226,0.7417,26.9447,0.6705,2.9533,1.8739,1.9164,82.0253,5.8896,12.6416,1.8632,8.218,16.358,1.3446,7.5663,0.7144,11.7239,0.7177,1.4762,0.6561,4.7074,1.7764
36104,Toledo,OH,370777,2.98372259428997,5.87768283569061,18.8791066292796,193.7821,67.5407,123.5756,50.5902,22.5631,33.3853,51.0307,0.8391,9.2451,9.3081,0.8806,2.2577,2.0213,13.0252,1.466,31.8396,0.2208,5.8194,2.8735,1.5196,1.7897,18.9341,1.8775,1.9895,1.4834,3.9785,41.4452,3.7057,4.5472,1.7295,4.8715,16.8543,1.2605,11.9933,1.5565,9.3177,1.807,2.5781,1.2105,2.6481,1.8012
36105,Troy,OH,55602,2.13124163951781,3.87173789863819,15.7678924082029,156.4381,51.2595,102.2997,34.0453,21.8723,38.4797,21.7936,0.2261,8.8752,4.168,1.3478,0.558,0.7396,10.4376,0.2524,24.9861,0.1288,6.1881,2.7226,2.1968,0.3941,15.9425,0.5092,1.8872,1.2177,2.7567,61.937,4.2398,6.0708,2.1721,2.8847,10.4486,1.0752,5.3591,1.9775,8.5699,0.9392,2.0999,0.2903,2.1386,0.3632
36106,Upper Sandusky,OH,14144,2.76543934522645,4.51438280583401,19.546426995993,235.7545,70.9916,162.4091,50.6054,28.1543,71.8866,22.5917,5.3357,15.6187,11.4066,1.3932,1.1721,5.8353,6.0506,0.4985,50.3671,0.0971,8.4381,5.7825,5.3933,0.6552,12.5143,0.7381,0.8424,1.8029,1.7188,141.5855,4.5825,10.8338,7.718,3.7199,8.2757,1.2883,4.1634,0.6686,16.263,0.5817,1.6567,0.4918,7.0403,0.8566
36107,Urbana,OH,30523,2.0726297146607,3.52102011255334,13.4123413365449,170.1034,70.7433,96.5142,27.4181,28.541,32.6943,15.1278,0.4083,14.853,5.8552,1.8145,0.9393,0.6329,7.5644,0.1835,36.9078,0.279,5.953,0.9646,0.9654,0.2117,27.6014,0.2018,1.0438,1.0419,0.9945,48.8621,3.5277,4.7838,2.2992,2.591,5.5443,0.9382,3.5549,0.4983,7.9368,0.6242,1.7251,0.131,1.6798,0.3585
36108,Van Wert,OH,28796,3.37269840558154,4.67324687460065,15.5439731668669,167.9766,63.2796,102.1165,36.9732,19.5564,41.2149,5.9776,0.3899,7.8876,6.9443,1.398,0.7105,0.5758,12.6716,0.2849,46.0532,0.0489,5.9797,1.1897,0.9377,0.3898,10.7552,0.2995,0.8215,3.1106,3.2843,60.2765,1.8634,8.7638,4.5342,1.9204,6.4839,1.0513,1.9992,2.9923,4.3042,0.4489,3.8755,0.2641,1.9196,0.2342
36109,Wadsworth,OH,47995,2.04335790696544,3.98554442784634,14.413883506185,157.5481,69.7426,84.3209,28.0904,15.2484,34.0681,25.1762,1.6515,4.7734,2.5177,1.6081,1.0226,0.9126,12.5059,0.5098,34.1695,1.5559,4.4769,1.2029,1.178,0.5025,16.015,0.328,0.5201,0.5047,1.3075,62.1339,2.7482,5.3657,3.1294,2.0822,20.483,0.8428,3.4512,0.6291,4.2231,0.3518,0.7035,0.3276,1.932,0.5934
36110,Warren,OH,177009,3.83002268937028,5.19730874683308,15.5177359428056,183.9036,71.1943,109.8852,26.7731,23.889,49.3243,26.91,0.7725,10.5411,4.3524,1.876,1.2848,2.5988,5.1219,0.2693,29.9609,0.2387,9.8494,1.9408,0.5584,0.9026,27.3905,0.3609,0.5083,1.283,2.045,67.1878,6.0196,6.8729,3.5497,5.6696,13.7177,2.6685,6.9092,1.7435,11.0164,0.2423,1.7829,0.4405,2.4039,0.5847
36112,Washington Court House,OH,26108,2.43720700263235,5.42610452778142,21.1113068166903,198.2023,77.744,117.6461,30.5898,24.8868,46.4538,32.0638,0.7051,11.644,6.2981,0.3424,1.0444,1.3641,7.766,0.6501,43.1175,0.2383,11.7949,1.483,1.5366,0.7754,22.3747,0.6559,1.0424,1.4334,2.0423,75.8635,3.8342,5.6051,2.0873,3.2946,12.3782,1.317,11.9766,0.7363,6.9609,0.5955,2.1727,0.453,3.1099,0.9831
36113,Wauseon,OH,33800,2.54095769578939,6.66798959818613,21.7074594537065,172.3441,61.4872,108.3342,31.8564,23.217,43.4192,27.2651,0.302,10.0622,3.6067,1.3298,2.9814,1.0694,8.7088,0.47,39.0442,0.1001,9.636,2.7203,0.9724,0.5296,14.9357,0.5454,0.6589,1.168,4.6533,52.0338,3.3101,7.9327,3.697,4.4941,7.5188,1.1601,7.7412,0.6691,7.3927,0.8016,1.4083,2.1235,2.3203,1.3286
36114,Waverly,OH,25374,3.13476321703314,5.64324146649292,26.0124213274835,290.8386,130.6579,159.6798,56.1784,26.0921,53.3257,25.1853,1.1864,12.7571,18.9052,0.9187,1.092,1.7111,10.8019,1.7753,63.7539,0.653,18.165,1.8151,1.5079,0.7379,30.7827,0.4982,1.6808,0.9045,2.4442,74.5274,4.5493,4.809,3.0963,3.9784,36.5565,0.8679,13.0965,1.073,7.7459,1.2898,3.215,0.4204,3.1318,0.5343
36116,West Union,OH,23950,3.13911223561216,5.97884511830485,22.1285170735396,209.7539,75.4566,131.781,36.9848,26.3602,55.949,34.6647,0.7494,13.5243,5.2266,2.6245,1.0138,1.0708,13.5366,1.0483,35.6598,0.5606,11.0177,1.7261,1.5838,0.4708,27.695,0.3557,1.5531,1.5046,1.8581,82.9486,4.7823,8.4577,4.293,3.3188,11.9631,1.4387,6.8714,1.2966,17.6376,0.6311,1.8311,0.4628,2.8536,0.8975
36118,Westlake,OH,63025,2.09579532842326,4.25198335151245,15.4123315993267,276.4129,100.3152,175.2051,68.466,27.7183,60.6545,59.3936,1.1993,15.5734,14.3781,2.4246,1.9072,6.6104,12.7177,2.5789,28.4244,0.7907,8.7932,6.3975,3.1778,1.932,47.7289,2.0039,0.8502,2.0904,4.6793,99.1132,6.0243,8.3689,3.044,7.8275,24.0485,3.396,12.7571,3.687,16.3767,1.5314,2.0147,2.3148,2.7947,2.2503
36119,Willard,OH,18579,2.52681626799178,4.77530154732214,19.0747478889675,182.0914,81.151,98.0419,23.215,22.3559,42.283,17.8636,0.3069,8.9384,3.5192,0.9898,0.8612,0.8699,6.2492,0.4965,57.0351,0.462,11.5939,1.2639,1.6344,0.542,19.1109,0.373,0.9427,1.2038,1.9145,58.0807,4.7094,5.2624,1.6197,6.1209,5.8337,1.5063,7.5642,0.7023,8.7147,0.5607,0.9523,0.4755,1.9607,1.0593
36120,Wilmington,OH,54981,2.45654534239672,4.88389230370578,20.5754638995235,225.5983,84.2976,138.9218,40.1441,25.1443,61.0638,47.2627,1.9367,11.9256,2.8771,5.1565,0.6777,0.9264,13.9654,0.413,47.3287,0.387,12.696,1.2317,1.1353,1.8725,23.0287,0.3646,0.926,1.2506,4.3498,78.0997,4.9317,8.6393,3.544,4.0072,13.8741,1.2245,7.4923,0.5416,12.2203,0.4872,4.2326,0.4165,4.787,1.975
36121,Wooster,OH,75271,2.43586609648918,4.19408832508424,17.1799555678585,208.4191,71.4937,134.3761,41.0941,24.1947,61.6938,25.6573,1.3348,10.8375,7.3251,1.6114,1.8967,2.7688,7.9893,1.4475,30.7564,0.2874,11.4654,3.081,3.98,0.4548,28.4978,0.3621,0.5011,0.7896,2.3545,95.298,7.0663,9.3965,5.5573,5.2745,12.2796,1.0056,5.0768,1.5483,11.6754,2.3566,0.7778,0.3536,4.0414,0.6428
36122,Xenia,OH,57817,1.2985527968874,3.9394667467285,15.010300230275,180.4595,66.8922,110.5208,35.5481,20.9079,40.3297,27.0657,0.3332,8.0012,2.6637,0.6231,0.579,0.9196,12.626,0.289,38.7899,0.1723,11.5932,2.313,2.108,0.4898,17.1977,0.5065,3.0175,1.0539,1.0626,55.2677,4.0468,5.4984,1.5047,4.4551,10.5746,1.0523,10.5606,1.811,7.0053,1.5009,2.1727,0.3326,2.7456,0.2972
36123,Youngstown,OH,280088,3.007858206544,3.96449295482669,14.110409589582,208.3571,80.2518,125.7779,42.8305,26.4959,43.6261,45.9851,1.05,13.2099,7.4202,1.7867,2.5799,3.1484,9.0282,0.8004,34.742,0.6122,8.5363,1.058,1.5378,1.5021,30.0026,1.0533,2.6585,1.4074,3.3762,64.869,3.6409,6.2896,2.0089,5.9535,15.393,1.4615,7.3035,2.2955,7.9762,0.6424,2.6205,1.494,3.2576,1.1203
36124,Zanesville,OH,135135,3.03551864290407,5.43944811410005,18.824062514229,159.9766,53.6466,103.4024,35.2435,23.3992,37.6783,14.0171,0.2916,10.254,5.8,1.1534,0.4676,2.2338,9.3827,0.2995,27.8363,0.0812,7.0736,2.5037,1.833,0.9475,14.8587,0.2235,1.4485,1.7342,2.0263,48.4198,3.4201,6.8965,2.1583,4.3785,11.117,0.7107,4.2111,0.9875,7.5338,1.3847,1.1763,1.3172,2.701,1.4779
37001,Ada,OK,45478,4.37113353641719,5.1051358295243,24.484466766194,216.9344,81.5882,133.0134,33.7893,31.6459,56.9796,21.7889,0.2668,16.9415,5.2401,0.6954,0.6046,0.9146,7.3651,1.8985,39.9184,1.8795,14.0086,1.2762,2.3146,1.7763,25.8749,0.4114,0.5946,1.1984,2.7093,75.546,6.3588,9.3096,3.0785,2.2011,15.9693,0.9496,9.0459,0.608,5.9979,0.4124,0.626,0.4392,3.3994,0.2617
37002,Altus,OK,28677,3.53404797897847,3.80608802855926,23.5891928959448,189.4398,78.7108,107.3084,19.9657,24.5315,51.6803,24.9906,0.2221,11.2617,2.1524,0.6187,0.3814,0.9886,3.9618,0.3235,52.4855,0.2501,9.8973,1.1514,0.8026,0.2342,19.0586,0.2449,0.8671,1.6528,4.3933,77.5934,2.9844,10.9072,4.0661,2.3668,8.3146,0.9037,6.3957,0.5723,11.992,0.5731,1.1527,0.3315,4.0053,0.1487
37003,Alva,OK,7969,6.37538321016706,4.59703389467754,13.6734984826917,194.5071,88.4964,103.3555,24.3262,22.8389,36.9673,18.1991,0.2972,9.998,3.3916,3.4321,0.4684,1.187,6.5561,0.3316,58.049,0.2309,6.1223,1.4896,1.6751,0.2304,19.107,0.2634,0.9463,1.9054,2.5112,41.923,3.4436,6.1245,2.2774,2.3433,10.6724,1.3173,17.5927,1.0171,6.9276,0.7446,1.054,0.3523,2.0559,0.5903
37004,Anadarko,OK,10059,4.97204801721799,3.98928337912857,19.517560362745,194.5619,74.6907,116.3138,26.8567,31.9396,51.7088,24.8571,0.2769,18.1541,3.3455,0.3653,0.58,1.2972,7.836,0.5041,50.9447,0.4173,11.9373,1.7786,1.1881,0.3061,20.3786,0.3526,1.1512,2.0372,2.2763,66.8723,6.138,8.05,2.5821,3.411,5.5561,1.3202,4.7633,0.8943,7.2882,0.8131,1.3741,0.525,4.2621,0.282
37005,Antlers,OK,10073,5.36182180163738,4.39374060690755,26.4531868786787,173.1693,76.9961,93.0139,24.0117,22.2563,39.46,13.939,0.6474,9.5091,3.4849,1.1951,0.8939,1.1041,5.6096,0.3706,54.4516,0.2508,8.3796,1.9591,1.7431,0.2764,13.4967,0.4071,1.0611,1.2893,2.0141,66.575,3.5603,5.3198,2.4571,3.4353,9.3148,0.9081,5.4131,0.7868,5.9652,0.4198,1.2153,0.3694,2.6215,0.1187
37006,Ardmore,OK,55355,3.18530239568908,3.73196699411844,15.2903235227928,169.2501,58.6934,108.0022,31.3757,27.0127,44.9902,14.8422,0.1846,13.3323,2.6276,1.9259,0.3923,3.0986,8.0314,0.2777,27.6503,0.2412,7.9303,2.0416,2.8807,0.1872,23.9878,0.2496,1.6084,0.8317,2.0659,54.0915,4.3809,7.3843,2.2992,2.8698,6.7932,1.8086,3.7241,2.7806,5.6375,0.277,0.479,1.4921,5.2059,1.0932
37007,Atoka,OK,11754,4.23121725765438,3.66916640712622,18.4967768016115,161.4936,56.6073,101.7951,22.2022,27.5521,46.9619,18.0413,0.3217,13.8831,3.5717,0.8348,0.5495,0.9596,5.9142,0.5298,35.5671,0.2981,9.0711,1.4602,1.5319,0.3818,13.133,0.4023,1.2035,1.4666,1.5545,75.228,4.511,6.7879,3.2252,3.0493,7.6847,1.3804,3.845,0.615,6.142,0.4185,1.0737,0.3853,2.9154,0.2032
37008,Bartlesville,OK,63844,2.62068706691813,3.16279258772625,13.0963032055524,168.4184,57.792,107.6921,35.498,27.0568,38.5515,15.9972,1.4732,13.2201,4.2123,0.9135,0.3919,1.6893,7.9537,0.2049,36.3371,0.1427,7.3806,2.9504,2.5804,0.2204,12.319,0.3464,4.4022,1.8896,1.9135,55.0913,3.6426,7.3664,3.2734,1.3984,9.6334,0.7162,5.4892,1.3388,5.5602,1.311,0.5476,1.3092,1.9593,0.1065
37009,Beaver,OK,2772,10.6002964252108,5.89768538221658,26.7418573778418,203.3049,87.8708,112.9219,21.0291,24.3315,58.6875,19.1639,0.3432,11.096,2.294,1.3435,2.5361,2.2623,6.0837,0.4716,65.1659,0.2652,17.9241,1.3588,0.6946,0.3528,14.6899,0.3329,0.5712,1.2028,1.2819,104.3363,3.1518,8.5839,3.782,5.6115,8.7264,0.9365,7.486,0.8358,8.3086,0.4306,0.7984,0.4328,1.9421,0.2566
37011,Blackwell,OK,8781,6.21799037669679,4.0471775273112,16.1397527172517,177.3817,78.8897,94.7325,19.6523,26.4098,43.0955,20.6485,0.294,12.8148,2.6733,2.4391,0.65,0.7262,6.3955,0.3581,58.2386,0.1778,6.1887,1.0403,0.7881,0.3118,16.3555,0.4124,0.8026,1.5465,1.8781,61.556,4.5228,7.3631,2.6119,2.3442,5.3595,1.2958,4.8591,0.7447,5.6646,0.4249,0.8649,0.3886,3.2203,0.4386
37015,Buffalo,OK,1592,7.53540445183957,3.76006848980021,22.1788087941778,182.1671,80.734,98.189,21.1855,21.9271,47.0055,18.1567,0.2654,9.3895,2.7715,0.597,0.4787,0.9269,5.5015,0.3688,63.6176,1.505,10.0785,1.4218,0.9974,0.2262,8.4482,0.3406,0.7153,1.4423,1.8517,90.6488,2.9505,4.6496,4.9537,2.2,9.3629,1.0671,6.0578,0.9774,6.083,0.6412,0.7621,0.3285,4.2499,0.4225
37016,Carnegie,OK,4623,6.08461615340061,4.16526144585428,23.4348963292992,219.5131,88.7323,128.3054,31.5037,28.1833,57.261,25.4751,0.3855,14.7681,3.6253,5.464,0.6394,2.0022,8.5711,0.6026,66.1707,0.5217,9.6893,2.2491,1.3626,0.3223,14.0694,0.6199,1.4305,2.9162,3.1439,88.2692,3.8186,8.3538,3.9153,4.7141,9.3767,1.238,8.8198,0.8816,8.4507,0.9549,1.8736,0.6154,3.3969,0.1304
37018,Cheyenne,OK,2198,6.94841672816141,5.94180663542767,26.1955467537499,189.2005,90.1888,95.8777,21.0309,23.6431,42.1123,18.9108,0.2956,10.4337,1.8494,0,0.563,2.1784,7.8824,0.4214,68.6453,0.3319,6.4412,1.1615,0.6334,0.2172,13.6573,0.3853,1.6094,1.2183,1.06,73.2796,4.6932,8.9126,3.7692,4.6147,8.6993,0.9891,6.9085,0.5692,9.3587,0.6622,0.6372,0.4185,2.0613,0.1961
37019,Chickasha,OK,41211,3.18433687910466,3.52482495194928,16.747579537079,195.7459,78.8806,114.1085,28.9789,29.6628,47.2292,26.2191,0.3428,16.2032,3.2456,0.2481,0.6662,1.3286,11.0429,0.5604,44.3703,0.5313,11.5391,1.8448,1.1084,0.3263,22.5118,0.513,1.0552,1.4679,1.9584,63.4374,5.6542,7.2689,1.9956,3.097,11.9296,1.0089,5.3656,0.8992,9.5708,0.688,0.9856,0.5819,3.8823,0.2311
37020,Claremore,OK,56265,2.59431638327909,3.1084489529804,12.7220829916936,174.9455,74.7495,95.8733,22.6587,26.5925,39.6867,11.7641,0.3356,12.8804,3.1812,1.5214,0.4241,1.869,7.6079,0.2392,42.9873,0.1999,5.9903,1.3235,1.0352,0.2862,21.0866,0.4924,0.6244,1.0233,1.0336,56.892,4.7729,4.8313,2.4723,1.7081,10.4608,0.8852,6.4644,0.5142,4.6904,0.5824,0.7285,0.3727,2.3594,2.4511
37022,Clinton,OK,15132,4.74963037566561,5.0071019079876,19.8567564070263,213.2497,89.702,121.3115,28.5423,25.9769,54.2339,26.0831,0.4141,12.9041,3.0387,2.655,0.7718,1.8862,6.7959,0.6462,53.0536,0.4826,9.5818,1.7698,1.0603,0.3708,24.5966,0.5186,1.469,1.4489,1.6838,86.0405,4.8856,7.0775,2.6474,3.9902,12.6933,1.2556,9.1256,0.9537,14.6812,3.5542,0.8946,0.618,5.6618,0.2595
